country,Year,Hydro_consumption,Hydro_generation ,Hydro_diffrence
Denmark,2008,0.0258,0.03,0.0042
Denmark,2009,0.0189,0.02,0.0011
Denmark,2010,0.020641667,0.02,-0.000641667
Denmark,2011,0.016869444,0.02,0.003130556
Denmark,2012,0.017475,0.02,0.002525
Denmark,2013,0.013419444,0.01,-0.003419444
Denmark,2014,0.015102778,0.02,0.004897222
Denmark,2015,0.018030556,0.02,0.001969444
Denmark,2016,0.019272222,0.02,0.000727778
Denmark,2017,0.017872222,0.02,0.002127778
Denmark,2018,0.014861111,0.01,-0.004861111
Denmark,2019,0.017216667,0.02,0.002783333
Denmark,2020,0.016561268,0.02,0.003438732
Eastern Africa,1990,21.34556821,21.346,0.00043179
Eastern Africa,1991,21.7425571,21.743,0.0004429
Eastern Africa,1992,19.63298965,19.633,1.0350000000158843e-05
Eastern Africa,1993,20.53253248,20.533,0.00046752
Eastern Africa,1994,20.67232138,20.672,-0.00032138
Eastern Africa,1995,20.86189792,20.862,0.00010208
Eastern Africa,1996,20.73567681,20.736,0.00032319
Eastern Africa,1997,21.81301753,21.813,-1.75E-05
Eastern Africa,1998,27.86504585,27.865,-4.59E-05
Eastern Africa,1999,29.36587441,29.366,0.00012559
Eastern Africa,2000,30.85414875,30.854,-0.00014875
Eastern Africa,2001,34.95843275,34.958,-0.00043275
Eastern Africa,2002,37.99841311,37.998,-0.00041311
Eastern Africa,2003,38.37888566,38.379,0.00011434
Eastern Africa,2004,38.95177123,38.952,0.00022877
Eastern Africa,2005,40.26362098,40.264,0.00037902
Eastern Africa,2006,42.55958519,42.56,0.00041481
Eastern Africa,2007,46.38664501,46.387,0.00035499
Eastern Africa,2008,45.78768141,45.788,0.00031859
Eastern Africa,2009,48.02024298,48.02,-0.00024298
Eastern Africa,2010,53.97224482,53.972,-0.00024482
Eastern Africa,2011,55.6134678,55.613,-0.0004678
Eastern Africa,2012,58.06110447,58.061,-0.00010447
Eastern Africa,2013,61.7577976,61.758,0.0002024
Eastern Africa,2014,65.98849179,65.988,-0.00049179
Eastern Africa,2015,65.28445794,65.284,-0.00045794
Eastern Africa,2016,61.81029996,61.81,-0.00029996
Eastern Africa,2017,64.39421532,64.394,-0.00021532
Eastern Africa,2018,69.01948874,69.019,-0.00048874
Eastern Africa,2019,68.6801686,68.68,-0.0001686
Eastern Africa,2020,72.67794237,72.678,5.7630000000585824e-05
Ecuador,1990,4.9866877,4.987,0.0003123
Ecuador,1991,5.075921,5.076,7.899999999949614e-05
Ecuador,1992,4.9735809,4.974,0.0004191
Ecuador,1993,5.8101371,5.81,-0.0001371
Ecuador,1994,6.5652775,6.565,-0.0002775
Ecuador,1995,5.1605513,5.161,0.0004487
Ecuador,1996,6.3434151,6.343,-0.0004151
Ecuador,1997,6.5341771,6.534,-0.0001771
Ecuador,1998,6.5060954,6.506,-9.54E-05
Ecuador,1999,7.176725937,7.177,0.000274063
Ecuador,2000,7.611231426,7.53,-0.081231426
Ecuador,2001,7.070652629,7,-0.070652629
Ecuador,2002,7.52425603,7.45,-0.07425603
Ecuador,2003,7.18041691,7.11,-0.07041691
Ecuador,2004,7.411699139,7.34,-0.071699139
Ecuador,2005,6.882639373,6.81,-0.072639373
Ecuador,2006,7.129493192,7.06,-0.069493192
Ecuador,2007,9.03765528,8.95,-0.08765528
Ecuador,2008,11.29333301,11.18,-0.11333301
Ecuador,2009,9.225407229,9.13,-0.095407229
Ecuador,2010,8.636400921,8.55,-0.086400921
Ecuador,2011,11.13308825,11.02,-0.11308825
Ecuador,2012,12.23772341,12.12,-0.11772341
Ecuador,2013,11.03882457,10.93,-0.10882457
Ecuador,2014,11.45789563,11.34,-0.11789563
Ecuador,2015,13.09627001,12.97,-0.12627001
Ecuador,2016,15.83384201,15.68,-0.15384201
Ecuador,2017,20.08861,19.89,-0.19861
Ecuador,2018,20.67800187,20.47,-0.20800187
Ecuador,2019,24.66426354,24.42,-0.24426354
Ecuador,2020,24.76799493,24.79,0.02200507
Egypt,1990,9.953,9.953,0
Egypt,1991,9.916,9.916,0
Egypt,1992,9.8,9.8,0
Egypt,1993,10.0925,10.092,-0.0005
Egypt,1994,10.728,10.728,0
Egypt,1995,11.192,11.192,0
Egypt,1996,11.484,11.484,0
Egypt,1997,11.771,11.771,0
Egypt,1998,12.1045,12.104,-0.0005
Egypt,1999,13.4405,13.44,-0.0005
Egypt,2000,14.178,13.56,-0.618
Egypt,2001,14.4135,14.98,0.5664999999999996
Egypt,2002,13.9945,12.73,-1.2645
Egypt,2003,12.939,12.89,-0.049
Egypt,2004,12.8315,12.52,-0.3115
Egypt,2005,12.644,12.52,-0.124
Egypt,2006,12.7845,12.8,0.0155
Egypt,2007,14.2175,15.35,1.1325000000000003
Egypt,2008,15.096,14.53,-0.566
Egypt,2009,13.7725,12.73,-1.0425
Egypt,2010,12.9545,12.92,-0.0345
Egypt,2011,12.99,12.81,-0.18
Egypt,2012,13.0275,12.99,-0.0375
Egypt,2013,13.2365,13.22,-0.0165
Egypt,2014,13.587,13.68,0.093
Egypt,2015,13.6835,13.41,-0.2735
Egypt,2016,13.1975,12.72,-0.4775
Egypt,2017,12.788,12.6,-0.188
Egypt,2018,12.812546,12.77,-0.042546
Egypt,2019,13.2137092,12.09,-1.1237092
Egypt,2020,13.13905104,12.09,-1.04905104
Estonia,1990,0,0,0
Estonia,1991,0,0,0
Estonia,1992,0,0,0
Estonia,1993,0,0,0
Estonia,1994,0,0,0
Estonia,1995,0,0,0
Estonia,1996,0,0,0
Estonia,1997,0,0,0
Estonia,1998,0,0,0
Estonia,1999,0.004,0,-0.004
Estonia,2000,0.005,0,-0.005
Estonia,2001,0.007,0.01,0.003
Estonia,2002,0.006,0.01,0.004
Estonia,2003,0.013,0.01,-0.003
Estonia,2004,0.022,0.02,-0.002
Estonia,2005,0.022,0.02,-0.002
Estonia,2006,0.014,0.01,-0.004
Estonia,2007,0.022,0.02,-0.002
Estonia,2008,0.028,0.03,0.002
Estonia,2009,0.032,0.03,-0.002
Estonia,2010,0.027,0.03,0.003
Estonia,2011,0.03,0.03,0
Estonia,2012,0.042,0.04,-0.002
Estonia,2013,0.026,0.03,0.004
Estonia,2014,0.0267,0.03,0.0033
Estonia,2015,0.027,0.03,0.003
Estonia,2016,0.035,0.04,0.005
Estonia,2017,0.026,0.03,0.004
Estonia,2018,0.015,0.01,-0.005
Estonia,2019,0.019,0.02,0.001
Estonia,2020,0.038415301,0.03,-0.008415301
Europe,1990,502.4571504,633.373,130.91584960000006
Europe,1991,513.0917745,641.702,128.61022549999996
Europe,1992,529.6566497,662.025,132.36835029999997
Europe,1993,550.4667647,678.389,127.92223530000001
Europe,1994,557.1966285,689.368,132.17137150000008
Europe,1995,564.8899094,694.357,129.4670906
Europe,1996,548.0862941,650.363,102.27670590000002
Europe,1997,567.678972,670.351,102.67202799999995
Europe,1998,593.9041617,694.8,100.89583829999992
Europe,1999,598.1808529,707.999,109.81814710000003
Europe,2000,617.66352,736.37,118.70648000000006
Europe,2001,612.0409616,751,138.95903840000005
Europe,2002,563.9424434,680.3,116.35755659999995
Europe,2003,529.5685025,639.92,110.35149749999994
Europe,2004,570.1533941,688.75,118.59660589999999
Europe,2005,571.7251909,696.9,125.17480909999995
Europe,2006,561.9088764,683.4,121.49112359999992
Europe,2007,563.9636046,695.86,131.89639539999996
Europe,2008,593.0331391,715.15,122.1168609
Europe,2009,589.7448745,718.9,129.15512549999994
Europe,2010,649.8001668,753.19,103.3898332
Europe,2011,569.648632,673.47,103.821368
Europe,2012,625.9225576,725.22,99.29744240000002
Europe,2013,661.7647115,774.02,112.2552885
Europe,2014,644.059181,769.21,125.15081900000007
Europe,2015,636.0122862,728.43,92.4177138
Europe,2016,651.0461652,760.59,109.54383480000001
Europe,2017,584.3196897,703.03,118.71031029999995
Europe,2018,646.6667574,766.6,119.93324259999997
Europe,2019,627.934014,726.18,98.245986
Europe,2020,655.3401697,775.34,119.99983029999999
Finland,1990,10.86060606,10.86,-0.00060606
Finland,1991,13.1979798,13.2,0.0020202
Finland,1992,15.10808081,15.11,0.00191919
Finland,1993,13.47373737,13.48,0.00626263
Finland,1994,11.77979798,11.79,0.010202019999999479
Finland,1995,12.91707071,12.93,0.012929289999998872
Finland,1996,11.82191919,11.86,0.03808081
Finland,1997,11.9140404,12.24,0.3259596000000009
Finland,1998,14.92585859,15.05,0.12414141000000001
Finland,1999,12.67343434,12.78,0.10656565999999934
Finland,2000,14.59878788,14.66,0.061212120000000425
Finland,2001,13.14959596,13.2,0.050404040000000094
Finland,2002,10.73040404,10.78,0.04959596
Finland,2003,9.550505051,9.59,0.039494948999999835
Finland,2004,15.01505051,15.07,0.05494949
Finland,2005,13.56363636,13.78,0.21636363999999908
Finland,2006,11.42727273,11.49,0.06272727
Finland,2007,14.13191919,14.18,0.048080810000000085
Finland,2008,17.08030303,17.11,0.029696969999999823
Finland,2009,12.7,12.69,-0.01
Finland,2010,12.87171717,12.92,0.04828283
Finland,2011,12.40232323,12.45,0.047676769999998925
Finland,2012,16.83525253,16.86,0.024747469999997662
Finland,2013,12.80040404,12.84,0.039595959999999764
Finland,2014,13.37393939,13.4,0.02606061
Finland,2015,16.75151515,16.77,0.018484850000000108
Finland,2016,15.79191919,15.8,0.00808081
Finland,2017,14.75757576,14.77,0.012424239999999642
Finland,2018,13.26969697,13.3,0.030303030000000675
Finland,2019,12.36262626,12.42,0.057373739999999174
Finland,2020,15.76565657,15.88,0.11434342999999991
France,1990,53.866,53.87,0.004
France,1991,57.602,57.6,-0.002
France,1992,68.956,68.96,0.004
France,1993,64.895,64.89,-0.005
France,1994,78.794,78.79,-0.004
France,1995,73.119,73.12,0.001
France,1996,66.044,66.04,-0.004
France,1997,63.764,63.76,-0.004
France,1998,62.093,62.09,-0.003
France,1999,72.514,72.51,-0.004
France,2000,66.363,66.36,-0.003
France,2001,74.268,74.27,0.002
France,2002,60.397,60.4,0.003
France,2003,58.943,58.94,-0.003
France,2004,59.555,59.55,-0.005
France,2005,51.48,51.48,0
France,2006,56.303,56.3,-0.003
France,2007,57.604,57.6,-0.004
France,2008,63.654,63.65,-0.004
France,2009,56.994,56.99,-0.004
France,2010,62.714,62.71,-0.004
France,2011,44.791,45.74,0.9490000000000052
France,2012,58.782451,59.83,1.0475489999999965
France,2013,70.844045,71.92,1.0759550000000075
France,2014,62.829519,63.77,0.9404810000000055
France,2015,54.556958,55.56,1.0030420000000007
France,2016,59.923428,60.84,0.9165720000000022
France,2017,48.964453,50,1.035547000000001
France,2018,63.915768,65.11,1.1942319999999995
France,2019,56.027713,56.91,0.882287
France,2020,61.30322,62.06,0.7567799999999991
Germany,1990,17.335,17.43,0.095
Germany,1991,15.85,14.89,-0.96
Germany,1992,18.635,17.4,-1.235
Germany,1993,18.96,17.88,-1.08
Germany,1994,20.195,19.93,-0.265
Germany,1995,21.556,21.78,0.2240000000000002
Germany,1996,18.818,21.96,3.1419999999999995
Germany,1997,18.952,17.36,-1.592
Germany,1998,19.002,17.22,-1.782
Germany,1999,20.686,19.65,-1.036
Germany,2000,24.86675,21.73,-3.13675
Germany,2001,23.241,22.73,-0.511
Germany,2002,23.66175,23.12,-0.54175
Germany,2003,17.722,18.32,0.598
Germany,2004,20.096,20.75,0.6539999999999999
Germany,2005,19.639,19.64,0.001
Germany,2006,20.0085,20.03,0.0215
Germany,2007,21.169,21.17,0.001
Germany,2008,20.443,20.44,-0.003
Germany,2009,19.031,19.03,-0.001
Germany,2010,20.953,20.95,-0.003
Germany,2011,17.672274,17.67,-0.002274
Germany,2012,22.09,21.75,-0.34
Germany,2013,22.998,23,0.002
Germany,2014,19.58710177,19.59,0.00289823
Germany,2015,18.97715888,18.98,0.00284112
Germany,2016,20.54634396,20.55,0.00365604
Germany,2017,20.15,20.15,0
Germany,2018,17.975,17.69,-0.285
Germany,2019,20.19231996,19.73,-0.46231996
Germany,2020,18.633,18.32,-0.313
Greece,1990,1.769,1.77,0.001
Greece,1991,3.099,3.1,0.001
Greece,1992,2.203,2.2,-0.003
Greece,1993,2.282,2.28,-0.002
Greece,1994,2.599,2.6,0.001
Greece,1995,3.529,3.53,0.001
Greece,1996,4.348,4.35,0.002
Greece,1997,3.882,3.88,-0.002
Greece,1998,3.717,3.72,0.003
Greece,1999,4.592,4.59,-0.002
Greece,2000,3.693,3.69,-0.003
Greece,2001,2.097,2.1,0.003
Greece,2002,2.8,2.8,0
Greece,2003,4.766,4.77,0.004
Greece,2004,4.672,4.67,-0.002
Greece,2005,5.017,5.02,0.003
Greece,2006,5.865,5.86,-0.005
Greece,2007,2.591,2.59,-0.001
Greece,2008,3.312,3.31,-0.002
Greece,2009,5.374,5.35,-0.024
Greece,2010,7.46,7.47,0.01
Greece,2011,4.011,4.01,-0.001
Greece,2012,4.403,4.39,-0.013
Greece,2013,6.346,6.35,0.004
Greece,2014,4.476,4.48,0.004
Greece,2015,6.098,6.1,0.002
Greece,2016,5.543,5.54,-0.003
Greece,2017,3.962547,3.96,-0.002547
Greece,2018,5.743448,5.74,-0.003448
Greece,2019,3.977615,3.98,0.002385
Greece,2020,3.439755625,3.3,-0.139755625
Hong Kong,1990,0,0,0
Hong Kong,1991,0,0,0
Hong Kong,1992,0,0,0
Hong Kong,1993,0,0,0
Hong Kong,1994,0,0,0
Hong Kong,1995,0,0,0
Hong Kong,1996,0,0,0
Hong Kong,1997,0,0,0
Hong Kong,1998,0,0,0
Hong Kong,1999,0,0,0
Hong Kong,2000,0,0,0
Hong Kong,2001,0,0,0
Hong Kong,2002,0,0,0
Hong Kong,2003,0,0,0
Hong Kong,2004,0,0,0
Hong Kong,2005,0,0,0
Hong Kong,2006,0,0,0
Hong Kong,2007,0,0,0
Hong Kong,2008,0,0,0
Hong Kong,2009,0,0,0
Hong Kong,2010,0,0,0
Hong Kong,2011,0,0,0
Hong Kong,2012,0,0,0
Hong Kong,2013,0,0,0
Hong Kong,2014,0,0,0
Hong Kong,2015,0,0,0
Hong Kong,2016,0,0,0
Hong Kong,2017,0,0,0
Hong Kong,2018,0,0,0
Hong Kong,2019,0,0,0
Hong Kong,2020,0,0,0
Hungary,1990,0.178,0.18,0.002
Hungary,1991,0.194,0.19,-0.004
Hungary,1992,0.158,0.16,0.002
Hungary,1993,0.166,0.17,0.004
Hungary,1994,0.161,0.16,-0.001
Hungary,1995,0.163,0.16,-0.003
Hungary,1996,0.207,0.21,0.003
Hungary,1997,0.216,0.22,0.004
Hungary,1998,0.155,0.16,0.005
Hungary,1999,0.181,0.18,-0.001
Hungary,2000,0.178,0.18,0.002
Hungary,2001,0.186,0.19,0.004
Hungary,2002,0.194,0.19,-0.004
Hungary,2003,0.171,0.17,-0.001
Hungary,2004,0.205,0.2,-0.005
Hungary,2005,0.202,0.2,-0.002
Hungary,2006,0.186,0.19,0.004
Hungary,2007,0.21,0.21,0
Hungary,2008,0.213,0.21,-0.003
Hungary,2009,0.228,0.23,0.002
Hungary,2010,0.188,0.19,0.002
Hungary,2011,0.222,0.22,-0.002
Hungary,2012,0.213,0.21,-0.003
Hungary,2013,0.213,0.21,-0.003
Hungary,2014,0.301,0.3,-0.001
Hungary,2015,0.234,0.23,-0.004
Hungary,2016,0.259,0.26,0.001
Hungary,2017,0.22,0.22,0
Hungary,2018,0.222,0.22,-0.002
Hungary,2019,0.219,0.22,0.001
Hungary,2020,0.244,0.24,-0.004
Iceland,1990,4.1537,4.2,0.0463
Iceland,1991,4.1537,4.2,0.0463
Iceland,1992,4.304298,4.31,0.005702
Iceland,1993,4.460998,4.47,0.009002
Iceland,1994,4.509295,4.51,0.000705
Iceland,1995,4.677187,4.68,0.002813
Iceland,1996,4.762314,4.77,0.007686
Iceland,1997,5.201305,5.21,0.008695
Iceland,1998,5.615576,5.62,0.004424
Iceland,1999,6.041841,6.05,0.008159
Iceland,2000,6.350488,6.36,0.009512
Iceland,2001,6.572595,6.58,0.007405
Iceland,2002,6.970682,6.98,0.009318
Iceland,2003,7.08232734,7.09,0.00767266
Iceland,2004,7.131893196,7.13,-0.001893196
Iceland,2005,7.015286054,7.02,0.004713946
Iceland,2006,7.288997082,7.29,0.001002918
Iceland,2007,8.39373524,8.39,-0.00373524
Iceland,2008,12.42743335,12.43,0.00256665
Iceland,2009,12.27934265,12.28,0.00065735
Iceland,2010,12.59208193,12.59,-0.00208193
Iceland,2011,12.50683882,12.51,0.00316118
Iceland,2012,12.33652983,12.34,0.00347017
Iceland,2013,12.86284349,12.86,-0.00284349
Iceland,2014,12.87301494,12.87,-0.00301494
Iceland,2015,13.7807698,13.78,-0.0007698
Iceland,2016,13.4695961,13.47,0.0004039
Iceland,2017,14.05872224,14.06,0.00127776
Iceland,2018,13.812796,13.81,-0.002796
Iceland,2019,13.46146593,13.46,-0.00146593
Iceland,2020,13.16509511,13.16,-0.00509511
India,1990,66.3970656,66.397,-6.56E-05
India,1991,73.9188844,73.919,0.0001156
India,1992,70.0607482,70.061,0.0002518
India,1993,70.732497,70.732,-0.000497
India,1994,80.21211,80.212,-0.00011
India,1995,75.9208726,75.921,0.0001274
India,1996,69.0575444,69.058,0.0004556
India,1997,70.2110078,70.211,-7.80E-06
India,1998,83.6327256,83.633,0.0002744
India,1999,82.2494534,82.249,-0.0004534
India,2000,76.9903674,76.99,-0.0003674
India,2001,72.0229618,72.02,-0.0029618
India,2002,68.544894,68.54,-0.004894
India,2003,69.296192,69.3,0.003808
India,2004,100.636,100.64,0.004
India,2005,97.42,97.42,0
India,2006,112.6173323,112.62,0.0026677
India,2007,122.6130975,122.61,-0.0030975
India,2008,115.16902,115.17,0.00098
India,2009,106.3380275,106.34,0.0019725
India,2010,108.7440975,108.74,-0.0040975
India,2011,131.7045975,131.7,-0.0045975
India,2012,115.776375,115.78,0.003625
India,2013,131.98302,131.98,-0.00302
India,2014,138.9962925,139,0.0037075
India,2015,133.2825367,133.28,-0.0025367
India,2016,128.3816139,128.38,-0.0016139
India,2017,135.8233107,135.82,-0.0033107
India,2018,139.753029,139.75,-0.003029
India,2019,162.0153397,162.02,0.0046603
India,2020,163.640106,163.64,-0.000106
Indonesia,1990,6.49244,6.492,-0.00044
Indonesia,1991,7.40917,7.409,-0.00017
Indonesia,1992,9.64548,9.645,-0.00048
Indonesia,1993,8.89108,8.891,-8.00E-05
Indonesia,1994,7.98294,7.983,5.9999999999504894e-05
Indonesia,1995,8.29314,8.293,-0.00014
Indonesia,1996,8.82437,8.824,-0.00037
Indonesia,1997,5.86562,5.866,0.00038
Indonesia,1998,10.3635,10.364,0.0005
Indonesia,1999,10.37978,10.38,0.00022
Indonesia,2000,10.016,10.02,0.004
Indonesia,2001,11.655,11.65,-0.005
Indonesia,2002,9.933,9.93,-0.003
Indonesia,2003,9.099,9.1,0.001
Indonesia,2004,9.674,9.67,-0.004
Indonesia,2005,10.725,10.73,0.005
Indonesia,2006,9.623,9.62,-0.003
Indonesia,2007,11.286,11.29,0.004
Indonesia,2008,11.52825,11.53,0.00175
Indonesia,2009,11.38385,11.38,-0.00385
Indonesia,2010,17.45622,17.46,0.00378
Indonesia,2011,12.4189,12.42,0.0011
Indonesia,2012,12.79911,12.8,0.00089
Indonesia,2013,16.92278,16.92,-0.00278
Indonesia,2014,15.16129,15.16,-0.00129
Indonesia,2015,13.74053,13.74,-0.00053
Indonesia,2016,18.67689,18.68,0.00311
Indonesia,2017,18.63239,18.63,-0.00239
Indonesia,2018,16.82738,16.83,0.00262
Indonesia,2019,16.546,16.55,0.004
Indonesia,2020,19.45437873,19.45,-0.00437873
Iran,1990,7.381,7.381,0
Iran,1991,5.607,5.607,0
Iran,1992,9.204,9.204,0
Iran,1993,10.533,10.533,0
Iran,1994,6.896,6.896,0
Iran,1995,8.323,8.323,0
Iran,1996,8.814,8.814,0
Iran,1997,5.941,5.941,0
Iran,1998,7.488,7.488,0
Iran,1999,5.143,5.143,0
Iran,2000,3.781,3.63,-0.151
Iran,2001,4.122,5.03,0.9080000000000004
Iran,2002,8.012,8,-0.012
Iran,2003,9.588,10.99,1.402000000000001
Iran,2004,11.933,10.52,-1.413
Iran,2005,14.448,15.94,1.491999999999999
Iran,2006,18.509,18.08,-0.429
Iran,2007,17.959,17.81,-0.149
Iran,2008,7.438,4.95,-2.488
Iran,2009,6.723,7.16,0.4370000000000003
Iran,2010,10.252,9.43,-0.822
Iran,2011,10.684,11.94,1.2560000000000002
Iran,2012,12.502,12.32,-0.182
Iran,2013,14.624,14.44,-0.184
Iran,2014,14.504,13.72,-0.784
Iran,2015,13.252,13.95,0.6979999999999986
Iran,2016,15.422,16.26,0.838
Iran,2017,17.232,14.9,-2.332
Iran,2018,11.39147271,15.61,4.218527289999999
Iran,2019,28.96311185,30.07,1.1068881499999996
Iran,2020,21.17150411,27.7,6.5284958899999985
Iraq,1990,4.650264,4.65,-0.000264
Iraq,1991,2.145184,2.145,-0.000184
Iraq,1992,5.219066,5.219,-6.60E-05
Iraq,1993,6.161732,6.162,0.000268
Iraq,1994,6.247761,6.248,0.000239
Iraq,1995,7.119707,7.12,0.000293
Iraq,1996,6.489375,6.489,-0.000375
Iraq,1997,6.608055,6.608,-5.50E-05
Iraq,1998,6.19756,6.198,0.00044
Iraq,1999,3.55905,3.559,-5.00E-05
Iraq,2000,3.196577,0.61,-2.586577
Iraq,2001,3.701006,0.61,-3.091006
Iraq,2002,4.56004,0.51,-4.05004
Iraq,2003,4.7559,0.43,-4.3259
Iraq,2004,5.749923,0.49,-5.259923
Iraq,2005,4.893819,5.94,1.0461810000000007
Iraq,2006,4.99076,6.04,1.0492400000000002
Iraq,2007,4.56631,5.68,1.11369
Iraq,2008,2.932036,3.45,0.5179640000000001
Iraq,2009,2.83021,3.19,0.35978999999999983
Iraq,2010,3.615072,4.72,1.1049279999999997
Iraq,2011,3.399509,3.36,-0.039509
Iraq,2012,4.396909,4.35,-0.046909
Iraq,2013,4.608721,4.71,0.1012789999999999
Iraq,2014,2.835202,2.9,0.064798
Iraq,2015,2.546137,2.52,-0.026137
Iraq,2016,3.371234,3.34,-0.031234
Iraq,2017,2.176083,2.15,-0.026083
Iraq,2018,1.817702,1.8,-0.017702
Iraq,2019,2.477789,2.45,-0.027789
Iraq,2020,2.460702,1.8,-0.660702
Ireland,1990,0.697,0.7,0.003
Ireland,1991,0.746,0.75,0.004
Ireland,1992,0.817,0.82,0.003
Ireland,1993,0.765,0.76,-0.005
Ireland,1994,0.92,0.92,0
Ireland,1995,0.713,0.71,-0.003
Ireland,1996,0.722,0.72,-0.002
Ireland,1997,0.678,0.68,0.002
Ireland,1998,0.916,0.92,0.004
Ireland,1999,0.846,0.85,0.004
Ireland,2000,0.846,0.85,0.004
Ireland,2001,0.596,0.6,0.004
Ireland,2002,0.912,0.91,-0.002
Ireland,2003,0.598,0.6,0.002
Ireland,2004,0.63,0.63,0
Ireland,2005,0.63126,0.63,-0.00126
Ireland,2006,0.724273,0.72,-0.004273
Ireland,2007,0.666576,0.67,0.003424
Ireland,2008,0.968323,0.97,0.001677
Ireland,2009,0.901734,0.9,-0.001734
Ireland,2010,0.599231,0.6,0.000769
Ireland,2011,0.706687,0.71,0.003313
Ireland,2012,0.802349,0.8,-0.002349
Ireland,2013,0.599497,0.6,0.000503
Ireland,2014,0.708654,0.71,0.001346
Ireland,2015,0.80649,0.81,0.00351
Ireland,2016,0.681025,0.68,-0.001025
Ireland,2017,0.691603,0.69,-0.001603
Ireland,2018,0.69409,0.69,-0.00409
Ireland,2019,0.886582718,0.89,0.003417282
Ireland,2020,0.933400669,0.93,-0.003400669
Israel,1990,0.003,0.003,0
Israel,1991,0.006,0.006,0
Israel,1992,0.029,0.029,0
Israel,1993,0.026,0.026,0
Israel,1994,0.023,0.023,0
Israel,1995,0.025,0.025,0
Israel,1996,0.024,0.024,0
Israel,1997,0.025,0.025,0
Israel,1998,0.025,0.025,0
Israel,1999,0.033,0.033,0
Israel,2000,0.031,0.03,-0.001
Israel,2001,0.01,0.01,0
Israel,2002,0.021,0.02,-0.001
Israel,2003,0.031,0.03,-0.001
Israel,2004,0.028,0.03,0.002
Israel,2005,0.028,0.03,0.002
Israel,2006,0.015,0.01,-0.005
Israel,2007,0.014,0.01,-0.004
Israel,2008,0.016,0.02,0.004
Israel,2009,0.024,0.02,-0.004
Israel,2010,0.031,0.03,-0.001
Israel,2011,0.029,0.03,0.001
Israel,2012,0.033,0.03,-0.003
Israel,2013,0.0277,0.03,0.0023
Israel,2014,0.0127,0.01,-0.0027
Israel,2015,0.0245,0.02,-0.0045
Israel,2016,0,0,0
Israel,2017,0,0,0
Israel,2018,0,0,0
Israel,2019,0,0,0
Israel,2020,0,0.02,0.02
Italy,1990,31.626,31.63,0.004
Italy,1991,42.239,42.24,0.001
Italy,1992,42.2,42.2,0
Italy,1993,41.425,41.42,-0.005
Italy,1994,44.658,44.66,0.002
Italy,1995,37.782,37.78,-0.002
Italy,1996,42.037,42.04,0.003
Italy,1997,41.603,41.6,-0.003
Italy,1998,41.22,41.22,0
Italy,1999,45.365,45.37,0.005
Italy,2000,44.2,44.2,0
Italy,2001,46.811,46.81,-0.001
Italy,2002,39.519,39.52,0.001
Italy,2003,36.67,36.67,0
Italy,2004,42.338,42.34,0.002
Italy,2005,36.067,36.07,0.003
Italy,2006,36.994,36.99,-0.004
Italy,2007,32.815,32.82,0.005
Italy,2008,41.623,41.62,-0.003
Italy,2009,49.138,49.14,0.002
Italy,2010,51.117,51.12,0.003
Italy,2011,45.823,45.82,-0.003
Italy,2012,41.875,41.87,-0.005
Italy,2013,52.774,52.77,-0.004
Italy,2014,58.545,58.55,0.005
Italy,2015,44.1053,45.54,1.4346999999999994
Italy,2016,40.6068,42.43,1.8232
Italy,2017,34.37274,36.2,1.8272600000000025
Italy,2018,48.8248,48.79,-0.0348
Italy,2019,46.3565,46.32,-0.0365
Italy,2020,46.69676059,47.55,0.8532394100000005
Japan,1990,86.895,86.895,0
Japan,1991,94.416,94.416,0
Japan,1992,80.046,80.046,0
Japan,1993,92.58,92.58,0
Japan,1994,64.462,64.462,0
Japan,1995,78.793,78.793,0
Japan,1996,77.173,77.173,0
Japan,1997,86.44,86.44,0
Japan,1998,89.079,89.079,0
Japan,1999,83.792,83.792,0
Japan,2000,84.468,86.38,1.911999999999992
Japan,2001,81.537,83.32,1.782999999999987
Japan,2002,80.6,81.55,0.9500000000000028
Japan,2003,92.472,93.66,1.1880000000000024
Japan,2004,91.667,93.12,1.453000000000003
Japan,2005,77.56149916,75.71,-1.85149916
Japan,2006,88.80700606,86.65,-2.15700606
Japan,2007,74.50974032,73.27,-1.23974032
Japan,2008,75.16437292,75.68,0.5156270800000016
Japan,2009,70.46622009,76.13,5.663779910000002
Japan,2010,88.50272695,83.43,-5.07272695
Japan,2011,82.48676065,84.55,2.0632393500000035
Japan,2012,77.09999027,76.18,-0.91999027
Japan,2013,79.33157053,79.04,-0.29157053
Japan,2014,81.70857804,83.16,1.4514219599999905
Japan,2015,85.76511581,86.75,0.9848841900000025
Japan,2016,79.42587496,79.14,-0.28587496
Japan,2017,79.29134745,83.42,4.128652549999998
Japan,2018,81.10678953,80.63,-0.47678953
Japan,2019,73.64050985,79.82,6.179490149999992
Japan,2020,77.53846663,89.17,11.63153337
Kazakhstan,1990,7.366,7.366,0
Kazakhstan,1991,7.2,7.2,0
Kazakhstan,1992,6.866,6.866,0
Kazakhstan,1993,7.629,7.629,0
Kazakhstan,1994,9.179,9.179,0
Kazakhstan,1995,8.331,8.331,0
Kazakhstan,1996,7.331,7.331,0
Kazakhstan,1997,6.499,6.499,0
Kazakhstan,1998,6.141,6.141,0
Kazakhstan,1999,6.132,6.132,0
Kazakhstan,2000,7.5310506,7.53,-0.0010506
Kazakhstan,2001,8.0811386,8.08,-0.0011386
