country,Year,Wind Generation - TWh,Solar Generation - TWh,Geo Biomass Other - TWh,Hydro Generation - TWh,Code,Electricity from wind (TWh),Electricity from hydro (TWh),Electricity from solar (TWh),Electricity from other renewables including bioenergy (TWh)
Slovakia,2015,0.006,0.506,1.662,4.067,SVK,0.01,3.87,0.51,1.66
Slovakia,2016,0.006016438,0.533,1.731,4.261,SVK,0.01,4.36,0.53,1.73
Slovakia,2017,0.006,0.506,1.696,4.324,SVK,0.01,4.32,0.51,1.7
Slovakia,2018,0.006,0.585,1.625,3.59,SVK,0.01,3.59,0.58,1.63
Slovakia,2019,0.006,0.589,1.693,4.356,SVK,0.01,4.36,0.59,1.69
Slovakia,2020,0.006,0.655999998,1.638606428,4.498656665,SVK,0.0,4.61,0.66,1.67
Slovenia,1990,0.0,0.0,0.0,2.974,SVN,0.0,2.95,0.0,0.0
Slovenia,1991,0.0,0.0,0.0,3.608,SVN,0.0,3.61,0.0,0.0
Slovenia,1992,0.0,0.0,0.0,3.423,SVN,0.0,3.42,0.0,0.0
Slovenia,1993,0.0,0.0,0.0,3.035,SVN,0.0,3.04,0.0,0.0
Slovenia,1994,0.0,0.0,0.0,3.399,SVN,0.0,3.4,0.0,0.0
Slovenia,1995,0.0,0.0,0.0,3.252,SVN,0.0,3.25,0.0,0.0
Slovenia,1996,0.0,0.0,0.0,3.668,SVN,0.0,3.67,0.0,0.0
Slovenia,1997,0.0,0.0,0.0,3.091,SVN,0.0,3.09,0.0,0.0
Slovenia,1998,0.0,0.0,0.0,3.45,SVN,0.0,3.45,0.0,0.0
Slovenia,1999,0.0,0.0,0.031,3.739,SVN,0.0,3.74,0.0,0.03
Slovenia,2000,0.0,0.0,0.07,3.834,SVN,0.0,3.83,0.0,0.07
Slovenia,2001,0.0,0.0,0.072,3.796,SVN,0.0,3.8,0.0,0.07
Slovenia,2002,0.0,0.0,0.102,3.313,SVN,0.0,3.31,0.0,0.1
Slovenia,2003,0.0,0.0,0.122,2.957,SVN,0.0,2.96,0.0,0.12
Slovenia,2004,0.0,0.0,0.121,4.095,SVN,0.0,4.09,0.0,0.12
Slovenia,2005,0.0,0.0,0.11,3.461,SVN,0.0,3.46,0.0,0.11
Slovenia,2006,0.0,0.0,0.099,3.591,SVN,0.0,3.59,0.0,0.11
Slovenia,2007,0.0,0.0,0.104,3.266,SVN,0.0,3.27,0.0,0.11
Slovenia,2008,0.0,0.001,0.291,4.018,SVN,0.0,4.02,0.0,0.29
Slovenia,2009,0.0,0.004,0.193,4.715,SVN,0.0,4.71,0.0,0.19
Slovenia,2010,0.0,0.013,0.221,4.518,SVN,0.0,4.52,0.01,0.22
Slovenia,2011,0.0,0.066,0.252,3.562,SVN,0.0,3.56,0.07,0.25
Slovenia,2012,0.0,0.163,0.267,3.899,SVN,0.0,3.9,0.16,0.27
Slovenia,2013,0.004,0.215,0.261,4.629,SVN,0.0,4.63,0.22,0.26
Slovenia,2014,0.004,0.257,0.259,6.092,SVN,0.0,6.09,0.26,0.25
Slovenia,2015,0.006,0.274,0.267,3.808,SVN,0.01,3.81,0.27,0.26
Slovenia,2016,0.006016438,0.267,0.283,4.503,SVN,0.01,4.5,0.27,0.28
Slovenia,2017,0.005716,0.283867,0.293889,3.868345,SVN,0.01,3.87,0.28,0.28
Slovenia,2018,0.006021,0.254961,0.272717,4.70432,SVN,0.01,4.7,0.25,0.26
Slovenia,2019,0.00615,0.303039,0.256212,4.479396,SVN,0.01,4.48,0.3,0.25
Slovenia,2020,0.006207,0.287871,0.240971803,4.920062,SVN,0.01,4.93,0.37,0.27
South Africa,1990,0.0,0.0,0.0,1.01,ZAF,0.0,1.01,0.0,0.0
South Africa,1991,0.0,0.0,0.0,1.98,ZAF,0.0,1.98,0.0,0.0
South Africa,1992,0.0,0.0,0.0,0.752000015,ZAF,0.0,0.752,0.0,0.0
South Africa,1993,0.0,0.0,0.0,0.146000038,ZAF,0.0,0.146,0.0,0.0
South Africa,1994,0.0,0.0,0.0,1.07399991,ZAF,0.0,1.074,0.0,0.0
South Africa,1995,0.0,0.0,0.0,0.528999959,ZAF,0.0,0.529,0.0,0.0
South Africa,1996,0.0,0.0,0.06,1.318999863,ZAF,0.0,1.319,0.0,0.06
South Africa,1997,0.0,0.0,0.146,2.092000034,ZAF,0.0,2.092,0.0,0.146
South Africa,1998,0.0,0.0,0.231,1.595000029,ZAF,0.0,1.595,0.0,0.231
South Africa,1999,0.0,0.0,0.197,0.725999916,ZAF,0.0,0.726,0.0,0.197
South Africa,2000,0.0,0.0093,0.4775,1.100999866,ZAF,0.0,1.34,0.0,0.45
South Africa,2001,0.0,0.0108,0.4231,1.720999972,ZAF,0.0,2.06,0.0,0.4
South Africa,2002,0.0,0.0124,0.4603,2.08400003,ZAF,0.0,2.36,0.02,0.43
South Africa,2003,0.006,0.0139,0.4084,0.827412096,ZAF,0.01,0.78,0.02,0.38
South Africa,2004,0.012,0.0155,0.3819,0.949939032,ZAF,0.01,0.94,0.02,0.36
South Africa,2005,0.012,0.017,0.4253,1.331940189,ZAF,0.01,1.32,0.02,0.4
South Africa,2006,0.012,0.0186,0.4055,2.89761981,ZAF,0.01,2.87,0.02,0.38
South Africa,2007,0.012,0.0201,0.4305,2.86561981,ZAF,0.01,0.86,0.02,0.41
South Africa,2008,0.021,0.0217,0.4561,1.259619852,ZAF,0.02,1.19,0.02,0.43
South Africa,2009,0.03,0.0233,0.4491,1.451619907,ZAF,0.03,1.39,0.02,0.42
South Africa,2010,0.034,0.0276,0.3963,1.142899811,ZAF,0.03,2.09,0.02,0.37
South Africa,2011,0.037,0.0803,0.412,3.063824203,ZAF,0.04,2.04,0.02,0.39
South Africa,2012,0.037,0.086,0.4226,1.018509832,ZAF,0.04,1.19,0.03,0.4
South Africa,2013,0.037,0.243,0.4777,1.103915809,ZAF,0.01,1.11,0.05,0.45
South Africa,2014,1.066,1.123,0.4321,1.795059972,ZAF,1.06,0.9,1.01,0.4
South Africa,2015,3.071,2.749,0.4179,0.590616162,ZAF,2.5,0.8,1.95,0.39
South Africa,2016,4.209,3.274,0.4373,1.026515152,ZAF,3.7,0.67,2.51,0.41
South Africa,2017,5.866960227,4.239,0.483268098,1.961727273,ZAF,4.92,0.8,3.25,0.46
South Africa,2018,6.416343434,4.573,0.42924867,1.169757576,ZAF,6.47,1.09,3.21,0.4
South Africa,2019,6.680313131,4.903,0.42924867,0.973960364,ZAF,6.62,1.08,3.26,0.4
South Africa,2020,6.990339389,5.177519197,0.42924867,0.499212889,ZAF,5.94,5.67,3.6,0.41
South Korea,1990,0.0,0.001,0.0,4.683946,KOR,0.0,4.684,0.001,0.0
South Korea,1991,0.0,0.001,0.0,3.486046,KOR,0.0,3.486,0.001,0.0
South Korea,1992,0.0,0.002,0.0,3.097448,KOR,0.0,3.097,0.002,0.0
South Korea,1993,0.001,0.002,0.0,4.227549,KOR,0.001,4.228,0.002,0.0
South Korea,1994,0.001,0.002,0.0,2.346092,KOR,0.001,2.346,0.002,0.0
South Korea,1995,0.0,0.002,0.25,2.759923,KOR,0.0,2.76,0.002,0.25
South Korea,1996,0.0,0.003,0.403,2.424357,KOR,0.0,2.424,0.003,0.403
South Korea,1997,0.001,0.003,0.078,2.813992,KOR,0.001,2.814,0.003,0.078
South Korea,1998,0.002,0.004,0.058,4.279418,KOR,0.002,4.279,0.004,0.058
South Korea,1999,0.005839,0.004572,0.087,4.15926,KOR,0.006,4.159,0.005,0.087
South Korea,2000,0.016685,0.005284,0.079,4.009553,KOR,0.02,3.97,0.0,0.08
South Korea,2001,0.01259,0.006184,0.088,2.329938791,KOR,0.01,4.11,0.01,0.08
South Korea,2002,0.014881,0.007044,0.179,3.2327778,KOR,0.01,3.2,0.01,0.17
South Korea,2003,0.024865,0.007752,0.188,4.885576514,KOR,0.03,4.85,0.01,0.18
South Korea,2004,0.047442,0.009872,0.292869218,4.3110792,KOR,0.05,4.29,0.01,0.28
South Korea,2005,0.129888,0.014399,0.259813729,3.673299595,KOR,0.13,3.64,0.01,0.24
South Korea,2006,0.238911,0.031022,0.241290189,3.467537745,KOR,0.24,3.43,0.03,0.24
South Korea,2007,0.375641,0.071279,0.383904244,3.631649214,KOR,0.38,3.6,0.07,0.37
South Korea,2008,0.436034,0.284315,0.653075825,3.070111801,KOR,0.44,3.04,0.28,0.64
South Korea,2009,0.685353,0.566191,0.539064507,2.813171173,KOR,0.69,2.79,0.57,0.6
South Korea,2010,0.81695,0.772801,2.888306639,3.681969249,KOR,0.82,3.63,0.77,2.95
South Korea,2011,0.862884,0.917198,5.812305053,4.597667427,KOR,0.86,4.54,0.92,5.83
South Korea,2012,0.91276,1.103227,6.601881866,3.969038233,KOR,0.92,3.87,1.1,6.66
South Korea,2013,1.148179,1.605182,7.406297,4.289267433,KOR,1.15,4.23,1.6,8.1
South Korea,2014,1.145557,2.5563,10.99383336,2.75141884,KOR,1.15,2.72,2.55,12.04
South Korea,2015,1.342439,3.979158353,11.99635125,2.145719306,KOR,1.34,2.12,3.88,13.0
South Korea,2016,1.683142151,5.122441417,12.1300763,2.846275214,KOR,1.68,2.76,5.07,13.08
South Korea,2017,2.169014326,7.056219269,14.92012799,2.808820481,KOR,2.17,2.83,7.05,15.64
South Korea,2018,2.464878951,9.208098859,15.50369625,3.359417838,KOR,2.46,3.32,9.21,16.7
South Korea,2019,2.679157884,12.99601799,14.85108077,2.788678802,KOR,2.68,2.75,13.02,17.02
South Korea,2020,3.139589,16.568756,17.34024956,3.877981,KOR,3.15,7.1,18.25,20.42
Spain,1990,0.014,0.006,0.542,25.414,ESP,0.01,25.47,0.01,0.54
Spain,1991,0.015,0.007,0.542,27.282,ESP,0.01,27.25,0.01,0.54
Spain,1992,0.103,0.008,0.575,18.92,ESP,0.1,18.92,0.01,0.57
Spain,1993,0.116,0.009,0.579,24.377,ESP,0.12,24.42,0.01,0.58
Spain,1994,0.175,0.01,0.639,28.18,ESP,0.17,28.24,0.01,0.64
Spain,1995,0.27,0.015,1.011,23.112,ESP,0.27,23.08,0.02,1.01
Spain,1996,0.364,0.012,1.083,39.802,ESP,0.36,39.79,0.02,1.08
Spain,1997,0.742,0.013,1.463,34.778,ESP,0.74,34.75,0.02,1.46
Spain,1998,1.352,0.015,1.531,34.005,ESP,1.35,33.99,0.02,1.53
Spain,1999,2.744,0.017,1.724,22.863,ESP,2.74,22.82,0.03,1.62
Spain,2000,4.727,0.018,1.493,29.57,ESP,4.73,28.26,0.01,1.49
Spain,2001,6.759,0.024,1.631,41.027,ESP,6.76,40.89,0.02,1.63
Spain,2002,9.342,0.03,2.586,22.92,ESP,9.34,21.22,0.02,2.59
Spain,2003,12.075,0.041,3.184,41.054,ESP,12.07,40.48,0.02,3.18
Spain,2004,15.7,0.056,3.33,31.676,ESP,15.7,31.08,0.02,3.33
Spain,2005,21.176,0.041,2.653,17.872,ESP,21.18,18.39,0.05,2.65
Spain,2006,23.297,0.119,2.774,25.89,ESP,23.3,25.96,0.12,2.77
Spain,2007,27.568,0.508,2.898,27.233,ESP,27.57,27.31,0.52,2.9
Spain,2008,32.946,2.578,3.255,23.532,ESP,32.95,23.36,2.58,3.26
Spain,2009,37.88690305,6.066934673,3.40880922,26.35247791,ESP,38.12,26.41,6.06,3.49
Spain,2010,43.68135736,7.064428643,3.8176439,42.03569621,ESP,44.27,42.3,7.19,4.01
Spain,2011,42.433,8.679536284,4.515,30.596,ESP,42.92,30.6,9.4,4.61
Spain,2012,49.472,11.96590945,4.97700946,20.545,ESP,49.47,20.55,11.97,4.98
Spain,2013,55.76712989,13.11088913,5.290420845,36.77989838,ESP,55.65,36.87,13.1,5.8
Spain,2014,52.013,13.67302681,5.414056768,39.169,ESP,52.01,39.17,13.67,5.41
Spain,2015,49.325,13.85842969,5.764167334,28.14,ESP,49.33,28.14,13.86,5.76
Spain,2016,48.914,13.64170068,5.664680366,36.38557083,ESP,48.9,36.4,13.64,5.69
Spain,2017,49.127,14.32067117,6.078,18.322,ESP,49.13,18.32,14.4,6.08
Spain,2018,50.896,12.744,6.175546925,34.334,ESP,50.9,34.33,12.74,5.91
Spain,2019,53.08907023,15.10828678,5.63706481,22.4860773,ESP,55.65,24.65,15.1,5.59
Spain,2020,53.22096655,20.805361,6.494382277,27.49564095,ESP,56.44,30.51,20.67,6.17
Sri Lanka,1990,0.0,0.0,0.0,3.1448,LKA,0.0,3.145,0.0,0.0
Sri Lanka,1991,0.0,0.0,0.0,3.1166,LKA,0.0,3.117,0.0,0.0
Sri Lanka,1992,0.0,0.0,0.0,2.8999,LKA,0.0,2.9,0.0,0.0
Sri Lanka,1993,0.0,0.0,0.0,3.796,LKA,0.0,3.796,0.0,0.0
Sri Lanka,1994,0.0,0.0,0.0,4.0891,LKA,0.0,4.089,0.0,0.0
Sri Lanka,1995,0.0,0.0,0.0,4.5141,LKA,0.0,4.514,0.0,0.0
Sri Lanka,1996,0.0,0.0,0.0,3.2519,LKA,0.0,3.252,0.0,0.0
Sri Lanka,1997,0.0,0.0,0.0,3.44727,LKA,0.0,3.447,0.0,0.0
Sri Lanka,1998,0.0,0.0,0.0,3.91495,LKA,0.0,3.915,0.0,0.0
Sri Lanka,1999,0.0035,0.0,0.0,4.177493601,LKA,0.004,4.177,0.0,0.0
Sri Lanka,2000,0.0034,0.000432,0.0,3.204207588,LKA,0.0,3.16,0.01,0.0
Sri Lanka,2001,0.0035,0.000903096,0.0,3.117843673,LKA,0.0,3.08,0.01,0.0
Sri Lanka,2002,0.003605747,0.001501112,0.0,2.700411679,LKA,0.0,2.67,0.01,0.0
Sri Lanka,2003,0.003405747,0.002403992,0.0,3.318741679,LKA,0.0,3.26,0.01,0.0
Sri Lanka,2004,0.002705747,0.003539072,0.00012,2.969222677,LKA,0.0,2.93,0.01,0.0
Sri Lanka,2005,0.002405747,0.004615336,0.00228,3.459531715,LKA,0.0,3.42,0.01,0.0
Sri Lanka,2006,0.002305747,0.00538678,0.00178,4.643376882,LKA,0.0,3.85,0.01,0.0
Sri Lanka,2007,0.002305747,0.00597646,0.0011,3.956473213,LKA,0.0,3.91,0.02,0.01
Sri Lanka,2008,0.003241747,0.006375132,0.00572,4.139192911,LKA,0.0,4.09,0.02,0.06
Sri Lanka,2009,0.003501447,0.006787804,0.02301,3.891111071,LKA,0.0,3.87,0.02,0.06
Sri Lanka,2010,0.053161447,0.007195476,0.03251,5.644559257,LKA,0.05,5.58,0.02,0.04
Sri Lanka,2011,0.091620447,0.008714148,0.031626,4.583891665,LKA,0.09,4.57,0.02,0.04
Sri Lanka,2012,0.146807747,0.01000782,0.022173,3.302163522,LKA,0.15,3.26,0.02,0.05
Sri Lanka,2013,0.234581747,0.01438312,0.026389,6.929242522,LKA,0.23,6.85,0.02,0.04
Sri Lanka,2014,0.272453747,0.02808402,0.041393,4.562648522,LKA,0.27,4.51,0.02,0.08
Sri Lanka,2015,0.34321,0.04872,0.05731,5.97989,LKA,0.34,5.91,0.02,0.08
Sri Lanka,2016,0.34487,0.08297,0.07196,4.23154,LKA,0.34,4.18,0.02,0.13
Sri Lanka,2017,0.36681,0.22461,0.067,4.03136,LKA,0.37,3.98,0.14,0.19
Sri Lanka,2018,0.32631,0.32131,0.0871,6.41146,LKA,0.32,6.34,0.12,0.2
Sri Lanka,2019,0.32631,0.373369488,0.092725954,4.843314371,LKA,0.35,4.52,0.1,0.25
Sri Lanka,2020,0.640045197,0.400155745,0.092725954,4.976242168,LKA,0.35,4.9,0.11,0.25
Sweden,1990,0.006,0.0,1.943,72.509,SWE,0.01,72.5,0.0,1.94
Sweden,1991,0.013,0.0,1.86,63.249,SWE,0.01,63.24,0.0,1.86
Sweden,1992,0.031,0.0,2.01,74.364,SWE,0.03,74.33,0.0,2.01
Sweden,1993,0.052,0.001,2.171,74.647,SWE,0.05,74.65,0.0,2.17
Sweden,1994,0.075,0.001,2.229,59.097,SWE,0.07,59.1,0.0,2.23
Sweden,1995,0.105,0.001,2.354,68.096,SWE,0.1,68.1,0.0,2.35
Sweden,1996,0.144,0.001,2.118,51.74,SWE,0.14,51.74,0.0,2.12
Sweden,1997,0.203,0.001,2.773,69.056,SWE,0.2,69.06,0.0,2.77
Sweden,1998,0.308,0.001,2.78,74.743,SWE,0.32,75.0,0.0,2.78
Sweden,1999,0.358,0.001,2.697,71.691,SWE,0.36,71.69,0.0,2.7
Sweden,2000,0.457,0.001,4.098,78.584,SWE,0.46,78.58,0.0,4.1
Sweden,2001,0.482,0.002,3.777,79.061,SWE,0.48,79.06,0.0,3.78
Sweden,2002,0.608,0.002,4.175,66.358,SWE,0.61,66.36,0.0,4.18
Sweden,2003,0.679,0.002,4.51,53.54,SWE,0.68,53.54,0.0,4.51
Sweden,2004,0.85,0.002,7.201,60.588,SWE,0.86,60.12,0.0,7.2
Sweden,2005,0.949,0.002,7.491,72.692,SWE,0.94,72.8,0.0,7.49
Sweden,2006,0.987,0.002,8.359,61.638,SWE,0.98,61.72,0.0,8.36
Sweden,2007,1.43,0.003,9.836,66.163,SWE,1.43,66.16,0.0,9.84
Sweden,2008,1.996,0.004,10.337,68.997,SWE,2.0,69.07,0.0,10.34
Sweden,2009,2.485,0.007,11.46,65.414,SWE,2.49,65.85,0.01,11.46
Sweden,2010,3.502,0.009,12.192,66.398,SWE,3.49,66.4,0.01,12.19
Sweden,2011,6.078,0.013,11.536,67.064,SWE,6.11,66.43,0.01,11.54
Sweden,2012,7.165,0.019,12.194,78.939,SWE,7.16,78.93,0.02,12.19
Sweden,2013,9.842,0.035,11.45,61.361,SWE,9.84,61.36,0.04,11.45
Sweden,2014,11.234,0.047,10.696,63.763,SWE,11.23,63.76,0.05,10.7
Sweden,2015,16.268,0.097,10.765,75.312,SWE,16.32,75.31,0.1,10.77
Sweden,2016,15.479,0.143,11.488078,62.018,SWE,15.48,62.02,0.14,11.49
Sweden,2017,17.609,0.23,12.076,64.964,SWE,17.61,65.14,0.23,12.08
Sweden,2018,16.623,0.391,11.913,62.05,SWE,16.62,62.21,0.41,11.91
Sweden,2019,19.847,0.663,13.036,65.207,SWE,19.85,65.37,0.68,13.04
Sweden,2020,28.07137706,1.056428571,10.99134018,73.34343572,SWE,27.53,72.39,1.05,11.18
Switzerland,1990,0.0,0.001,0.438,29.79784848,CHE,0.0,29.798,0.001,0.438
Switzerland,1991,0.0,0.002,0.436,32.08016162,CHE,0.0,32.08,0.002,0.436
Switzerland,1992,0.0,0.003,0.485,32.70365657,CHE,0.0,32.704,0.003,0.485
Switzerland,1993,0.0,0.004,0.491,35.78119192,CHE,0.0,35.781,0.004,0.491
Switzerland,1994,0.0,0.005,0.55,39.07255556,CHE,0.0,39.073,0.005,0.55
Switzerland,1995,0.0,0.006,0.574,35.17156566,CHE,0.0,35.172,0.006,0.574
Switzerland,1996,0.001,0.007,0.614,28.7479798,CHE,0.001,28.748,0.007,0.614
Switzerland,1997,0.002,0.007,0.658,34.04645455,CHE,0.002,34.046,0.007,0.658
Switzerland,1998,0.003,0.008,0.689,33.47541414,CHE,0.003,33.475,0.008,0.689
Switzerland,1999,0.003,0.01,0.749,40.00826263,CHE,0.003,40.008,0.01,0.749
Switzerland,2000,0.003,0.011,0.833,36.83733333,CHE,0.0,36.47,0.01,0.17
Switzerland,2001,0.004,0.013,0.876,41.32287879,CHE,0.0,40.9,0.01,0.17
Switzerland,2002,0.005,0.015,0.909,35.17181818,CHE,0.0,34.86,0.01,0.18
Switzerland,2003,0.005,0.018,0.93,34.76713131,CHE,0.0,34.47,0.02,0.18
Switzerland,2004,0.006,0.018,0.97,33.75171717,CHE,0.01,33.41,0.02,0.19
Switzerland,2005,0.008,0.021,1.016,31.22989899,CHE,0.01,30.91,0.02,0.21
Switzerland,2006,0.015,0.024,1.135,30.96185859,CHE,0.01,30.65,0.02,0.21
Switzerland,2007,0.016,0.029,1.179,35.25340404,CHE,0.02,34.9,0.03,0.2
Switzerland,2008,0.019,0.037,1.229,36.03938384,CHE,0.02,35.68,0.03,0.2
Switzerland,2009,0.023,0.054,1.229,35.72711111,CHE,0.02,35.37,0.05,0.17
Switzerland,2010,0.037,0.094,1.272,36.06428283,CHE,0.04,35.7,0.09,0.19
Switzerland,2011,0.07,0.168,1.385,32.39336364,CHE,0.07,32.07,0.17,0.2
Switzerland,2012,0.088,0.299,1.527,38.60409091,CHE,0.09,38.22,0.3,0.19
Switzerland,2013,0.09,0.5,1.607,38.46471717,CHE,0.09,38.08,0.5,0.19
Switzerland,2014,0.101,0.842,1.671,38.04005051,CHE,0.1,37.66,0.84,0.19
Switzerland,2015,0.11,1.119,1.601,38.26184848,CHE,0.11,37.88,1.12,0.17
Switzerland,2016,0.109,1.333,1.725,34.62792929,CHE,0.11,34.28,1.33,0.21
Switzerland,2017,0.133,1.683,1.838,34.09536364,CHE,0.13,33.75,1.68,0.22
Switzerland,2018,0.122,1.945,1.811,34.60919092,CHE,0.12,34.64,1.95,0.21
Switzerland,2019,0.146,2.178,1.862,37.63396899,CHE,0.15,37.66,2.18,0.22
Switzerland,2020,0.169359999,2.623314388,1.941606801,37.69396899,CHE,0.14,40.62,2.52,0.21
Taiwan,1990,0.0,0.0,0.3461438,6.3811797,TWN,0.0,6.381,0.0,0.346
Taiwan,1991,0.0,0.0,0.394528202,3.853647314,TWN,0.0,3.854,0.0,0.395
Taiwan,1992,0.0,0.0,0.42111909,6.555992856,TWN,0.0,6.556,0.0,0.421
Taiwan,1993,0.0,0.0,0.36348286,4.108831117,TWN,0.0,4.109,0.0,0.363
Taiwan,1994,0.0,0.0,0.38535519,5.061525136,TWN,0.0,5.062,0.0,0.385
Taiwan,1995,0.0,0.0,0.516788615,4.839462002,TWN,0.0,4.839,0.0,0.517
Taiwan,1996,0.0,0.0,0.595200458,4.743054158,TWN,0.0,4.743,0.0,0.595
Taiwan,1997,0.0,0.0,0.520269522,5.245482337,TWN,0.0,5.245,0.0,0.52
Taiwan,1998,0.0,0.0,0.617226845,6.201857491,TWN,0.0,6.202,0.0,0.617
Taiwan,1999,0.0,0.0,0.753077587,5.051024715,TWN,0.0,5.051,0.0,0.753
Taiwan,2000,0.00138286,0.00012,1.05812879,4.559980352,TWN,0.0,4.52,0.0,1.01
Taiwan,2001,0.012228773,0.000264,1.364907839,5.090297834,TWN,0.01,5.05,0.0,1.31
Taiwan,2002,0.015879599,0.000348,1.725715188,2.778901093,TWN,0.02,2.76,0.0,1.67
Taiwan,2003,0.02376162,0.000461,1.789127978,3.03451643,TWN,0.02,3.01,0.0,1.73
Taiwan,2004,0.025252811,0.000584,1.8475166,3.209869181,TWN,0.03,3.18,0.0,1.74
Taiwan,2005,0.091300426,0.00096,1.848429219,4.071373596,TWN,0.09,3.95,0.0,1.75
Taiwan,2006,0.276074732,0.001457,1.84917816,4.088350767,TWN,0.28,4.05,0.0,1.75
Taiwan,2007,0.439534507,0.00218,1.882276009,4.417549905,TWN,0.44,4.37,0.0,1.78
Taiwan,2008,0.588265167,0.004473143,1.815817719,4.305105175,TWN,0.59,4.26,0.0,1.72
Taiwan,2009,0.786635449,0.009112535,1.746686423,3.74828819,TWN,0.79,3.71,0.01,1.65
Taiwan,2010,1.026337795,0.021727004,1.832937199,4.194101306,TWN,1.03,4.15,0.02,1.74
Taiwan,2011,1.492676671,0.061622537,1.834204401,3.999726499,TWN,1.49,3.96,0.11,1.74
Taiwan,2012,1.413468482,0.159869831,1.834369061,5.669557962,TWN,1.41,5.61,0.21,1.74
Taiwan,2013,1.640007611,0.321096236,1.841204156,5.422889721,TWN,1.64,5.37,0.34,1.76
Taiwan,2014,1.500484383,0.528762129,1.911959253,4.317861918,TWN,1.5,4.32,0.55,1.82
Taiwan,2015,1.525235707,0.850267948,1.938298994,4.470146125,TWN,1.53,4.47,0.88,1.84
Taiwan,2016,1.457101846,1.10900465,1.903696737,6.562040858,TWN,1.46,6.56,1.13,1.81
Taiwan,2017,1.722458624,1.667452949,1.85819815,5.446814787,TWN,1.72,5.45,1.69,1.76
Taiwan,2018,1.706844213,2.712035669,1.964694731,4.481584152,TWN,1.71,4.48,2.74,1.86
Taiwan,2019,1.892231712,4.014341974,1.980636367,5.544795913,TWN,1.89,5.55,4.01,2.0
Taiwan,2020,2.289288107,6.085793133,1.941811131,3.02200535,TWN,2.42,6.18,6.09,1.96
Thailand,1990,0.0,0.0,0.025009,4.90011,THA,0.0,4.9,0.0,0.025
Thailand,1991,0.0,0.0,0.029667,4.50535,THA,0.0,4.505,0.0,0.03
Thailand,1992,0.0,0.0,0.020861,4.15894,THA,0.0,4.159,0.0,0.021
Thailand,1993,0.0,0.0,0.029429,3.612501,THA,0.0,3.613,0.0,0.029
Thailand,1994,0.0,0.0,0.05076354,4.403602,THA,0.0,4.404,0.0,0.051
Thailand,1995,0.0,0.0,0.14274906,6.593011,THA,0.0,6.593,0.0,0.143
Thailand,1996,0.0,0.0,0.20712081,7.215002,THA,0.0,7.215,0.0,0.207
Thailand,1997,0.0,0.0,0.273500265,7.082,THA,0.0,7.082,0.0,0.274
Thailand,1998,0.0,0.0,0.309511095,5.088822,THA,0.0,5.089,0.0,0.31
Thailand,1999,0.0,0.0,0.447433287,3.409668,THA,0.0,3.41,0.0,0.447
Thailand,2000,0.0,0.0,0.526897491,5.891444,THA,0.0,5.97,0.0,0.49
Thailand,2001,0.0,0.0,0.621087839,6.174345,THA,0.0,6.24,0.0,0.59
Thailand,2002,0.0,0.0,0.752402167,7.36694,THA,0.0,7.4,0.0,0.7
Thailand,2003,0.0,0.0,1.231493312,7.207755,THA,0.0,7.23,0.0,1.15
Thailand,2004,0.0,0.0,1.841917895,5.896294,THA,0.0,5.98,0.0,1.73
Thailand,2005,0.0,0.0,1.856268039,5.671181,THA,0.0,5.74,0.0,1.75
Thailand,2006,0.000131,0.03648,1.989577895,7.95005,THA,0.0,8.04,0.0,1.87
Thailand,2007,0.000394,0.03876,2.419469854,7.961357,THA,0.0,8.03,0.0,2.24
Thailand,2008,0.000482,0.03888,2.139686233,6.95069,THA,0.0,7.04,0.0,2.0
Thailand,2009,0.001,0.0444,2.252298026,6.965736,THA,0.0,7.08,0.01,2.11
Thailand,2010,0.003924,0.05832,3.36561349,5.346753,THA,0.0,5.48,0.02,3.21
Thailand,2011,0.005,0.09444,3.979047259,7.934922,THA,0.0,8.08,0.09,3.81
Thailand,2012,0.017179,0.498475,4.696401945,8.431217,THA,0.14,8.67,0.49,4.35
Thailand,2013,0.351304,1.257475,5.626381489,5.412084,THA,0.31,5.69,1.08,5.35
Thailand,2014,0.396,1.933475,6.717463143,5.163573,THA,0.31,5.49,1.38,6.28
Thailand,2015,0.328,2.378,7.336832322,3.760733,THA,0.33,3.71,2.38,6.86
Thailand,2016,0.345,3.377,8.816594342,3.543078,THA,0.34,3.49,3.38,8.71
Thailand,2017,1.109,4.543,9.293569923,4.687186,THA,1.11,4.65,4.54,9.05
Thailand,2018,1.641,4.537,11.74623394,7.597013,THA,1.64,7.49,4.54,11.4
Thailand,2019,2.242153395,4.567853753,14.59366382,6.309958,THA,3.67,6.37,5.15,13.97
Thailand,2020,2.242153395,4.567853753,13.69211535,4.539848,THA,3.08,4.54,4.93,13.61
Trinidad and Tobago,1990,0.0,0.0,0.031,0.0,TTO,0.0,0.0,0.0,0.031
Trinidad and Tobago,1991,0.0,0.0,0.025,0.0,TTO,0.0,0.0,0.0,0.025
Trinidad and Tobago,1992,0.0,0.0,0.03,0.0,TTO,0.0,0.0,0.0,0.03
Trinidad and Tobago,1993,0.0,0.0,0.028,0.0,TTO,0.0,0.0,0.0,0.028
Trinidad and Tobago,1994,0.0,0.0,0.032,0.0,TTO,0.0,0.0,0.0,0.032
Trinidad and Tobago,1995,0.0,0.0,0.033,0.0,TTO,0.0,0.0,0.0,0.033
